Table,Column,Type,Size,Description
DispenseBatch,RunCatchups,bool,,Is Run Catchups?

DispenseProduct,,,,Dispense Product
DispenseProduct,DispensableProduct_ID,bigint,,Reference to DispensableProduct
DispenseProduct,DispenseProduct_ID,bigint,,ID for DispenseProduct
DispenseProduct,DispenseSize,decimal,"15,5",Dispense Size
DispenseProduct,DispenseText,varchar,100,Dispense Text
DispenseProduct,ExpirationDate,datetime,,Expiration Date
DispenseProduct,ItemDispenseSize_ID,bigint,,Reference to ItemDispenseSize
DispenseProduct,PrintQuantity,decimal,"15,5",Print Quantity
DispenseProduct,Quantity,decimal,"15,5",Quantity
DispenseProduct,RowVersionNumber,int,,Row Version Number
DispenseProduct,StockArea_ID,bigint,,Reference to StockArea
DispenseProduct,TherapyAdmin_ID,bigint,,Reference to TherapyAdmin
DispenseProduct,UnitsPerDose,decimal,"15,5",Units Per Dose
DispenseProduct,VisitDispense_ID,bigint,,Reference to VisitDispense

DispenseSizeDose,,,,Dispense Size Dose
DispenseSizeDose,DispenseSizeDose_ID,bigint,,ID for DispenseSizeDose
DispenseSizeDose,DoseText,varchar,50,Dose Text
DispenseSizeDose,ItemDispenseSize_ID,bigint,,Reference to ItemDispenseSize
DispenseSizeDose,RowVersionNumber,int,,Row Version Number

DispenseSizeFacility,,,,Dispense Size Facility
DispenseSizeFacility,AWP,decimal,"10,2",AWP
DispenseSizeFacility,Charge,decimal,"10,2",Charge
DispenseSizeFacility,ChargeFormulaAddedFee,decimal,"10,2",Charge Formula Added Fee
DispenseSizeFacility,ChargeFormulaCostMultiplier,decimal,"10,3",Charge Formula Cost Multiplier
DispenseSizeFacility,Cost,decimal,"10,2",Cost
DispenseSizeFacility,DefaultComments,varchar,,Default Comments
DispenseSizeFacility,DispenseSizeFacility_ID,bigint,,ID for DispenseSizeFacility
DispenseSizeFacility,ExternalChargeNumber,varchar,20,External Charge Number
DispenseSizeFacility,Facility_ID,bigint,,Reference to Facility
DispenseSizeFacility,FormularyStatus,varchar,20,Formulary Status
DispenseSizeFacility,ItemDispenseSize_ID,bigint,,Reference to ItemDispenseSize
DispenseSizeFacility,PharmacyComments,varchar,,Pharmacy Comments
DispenseSizeFacility,RowVersionNumber,int,,Row Version Number

DispenseSizeField,,,,Dispense Size Field
DispenseSizeField,DispenseSizeField_ID,bigint,,ID for DispenseSizeField
DispenseSizeField,FieldValue,varchar,1000,Field Value
DispenseSizeField,ItemDispenseSize_ID,bigint,,Reference to ItemDispenseSize
DispenseSizeField,RowVersionNumber,int,,Row Version Number
DispenseSizeField,UserDefinedField_ID,bigint,,Reference to UserDefinedField

DispenseSizeFrequency,,,,Dispense Size Frequency
DispenseSizeFrequency,DispenseSizeFrequency_ID,bigint,,ID for DispenseSizeFrequency
DispenseSizeFrequency,Frequency_ID,bigint,,Reference to Frequency
DispenseSizeFrequency,ItemDispenseSize_ID,bigint,,Reference to ItemDispenseSize
DispenseSizeFrequency,RowVersionNumber,int,,Row Version Number

DispenseSizeOrder,,,,Dispense Size Order
DispenseSizeOrder,Comments,varchar,,Comments
DispenseSizeOrder,DispenseSizeOrder_ID,bigint,,ID for DispenseSizeOrder
DispenseSizeOrder,DoseText,varchar,50,Dose Text
DispenseSizeOrder,Duration,int,,Duration
DispenseSizeOrder,DurationUnits,varchar,10,Duration Units
DispenseSizeOrder,Frequency_ID,bigint,,Reference to Frequency
DispenseSizeOrder,Indication,varchar,100,Indication
DispenseSizeOrder,InfuseOver,decimal,"5,2",Infuse Over
DispenseSizeOrder,InfuseOverUnits,varchar,10,Infuse Over Units
DispenseSizeOrder,ItemDispenseSize_ID,bigint,,Reference to ItemDispenseSize
DispenseSizeOrder,PRN,bool,,Is PRN?
DispenseSizeOrder,RateAmount,decimal,"7,3",Rate Amount
DispenseSizeOrder,RateUnits,varchar,10,Rate Units
DispenseSizeOrder,RouteCode,varchar,20,Route Code
DispenseSizeOrder,RowVersionNumber,int,,Row Version Number

DispenseSizeOrderMnemonic,,,,Dispense Size Order Mnemonic
DispenseSizeOrderMnemonic,DispenseSizeOrder_ID,bigint,,Reference to DispenseSizeOrder
DispenseSizeOrderMnemonic,DispenseSizeOrderMnemonic_ID,bigint,,ID for DispenseSizeOrderMnemonic
DispenseSizeOrderMnemonic,Mnemonic,varchar,20,Mnemonic
DispenseSizeOrderMnemonic,RowVersionNumber,int,,Row Version Number

DisplaySection,,,,Display Section
DisplaySection,ColorCondition_ID,bigint,,Reference to ColorCondition
DisplaySection,Condition_ID,bigint,,Reference to Condition
DisplaySection,DisplaySection_ID,bigint,,ID for DisplaySection
DisplaySection,Height,int,,Height
DisplaySection,PatientDisplay_ID,bigint,,Reference to PatientDisplay
DisplaySection,RowVersionNumber,int,,Row Version Number
DisplaySection,SectionName,varchar,100,Section Name
DisplaySection,SectionType,int,,Section Type
DisplaySection,ShowCondition_ID,bigint,,Reference to ShowCondition
DisplaySection,SortOrder,int,,Sort Order
DisplaySection,Width,int,,Width

DocumentPendingSignature,,,,Document Pending Signature
DocumentPendingSignature,DocumentPendingSignature_ID,bigint,,ID for DocumentPendingSignature
DocumentPendingSignature,RowVersionNumber,int,,Row Version Number
DocumentPendingSignature,Staff_ID,bigint,,Reference to Staff
DocumentPendingSignature,VisitDocument_ID,bigint,,Reference to VisitDocument

EligibilityPBMResponse,,,,Eligibility PBM Response
EligibilityPBMResponse,AlternativeID,varchar,10,Alternative ID
EligibilityPBMResponse,BINNumber,varchar,50,BIN Number
EligibilityPBMResponse,CardHolderID,varchar,35,Card Holder ID
EligibilityPBMResponse,CardHolderName,varchar,150,Card Holder Name
EligibilityPBMResponse,CopayID,varchar,40,Copay ID
EligibilityPBMResponse,CoverageID,varchar,40,Coverage ID
EligibilityPBMResponse,EligibilityMessage,varchar,,Eligibility Message
EligibilityPBMResponse,EligibilityPBMResponse_ID,bigint,,ID for EligibilityPBMResponse
EligibilityPBMResponse,FormularyID,varchar,10,Formulary ID
EligibilityPBMResponse,GroupName,varchar,80,Group Name
EligibilityPBMResponse,GroupNumber,varchar,35,Group Number
EligibilityPBMResponse,InterchangeControlNumber,varchar,35,Interchange Control Number
EligibilityPBMResponse,IssuerIdentificationNumber,varchar,35,Issuer Identification Number
EligibilityPBMResponse,MailOrderCoverage,varchar,20,Mail Order Coverage
EligibilityPBMResponse,PatientCity,varchar,30,Patient City
EligibilityPBMResponse,PatientDataDifference,bool,,Is Patient Data Difference?
EligibilityPBMResponse,PatientDateOfBirth,datetime,,Patient Date Of Birth
EligibilityPBMResponse,PatientName_Family,varchar,60,Patient Name _Family
EligibilityPBMResponse,PatientName_Given,varchar,35,Patient Name _Given
EligibilityPBMResponse,PatientName_Middle,varchar,35,Patient Name _Middle
EligibilityPBMResponse,PatientName_Suffix,varchar,10,Patient Name _Suffix
EligibilityPBMResponse,PatientPostalCode,varchar,10,Patient Postal Code
EligibilityPBMResponse,PatientSex,varchar,20,Patient Sex
EligibilityPBMResponse,PatientState,varchar,20,Patient State
EligibilityPBMResponse,PatientStreetAddress,varchar,60,Patient Street Address
EligibilityPBMResponse,PatientStreetAddressLine2,varchar,60,Patient Street Address Line2
EligibilityPBMResponse,PBMID,varchar,15,PBMID
EligibilityPBMResponse,PBMName,varchar,35,PBM Name
EligibilityPBMResponse,PBMPatientID,varchar,80,PBM Patient ID
EligibilityPBMResponse,PharmacyCoverage,varchar,20,Pharmacy Coverage
EligibilityPBMResponse,PlanID,varchar,35,Plan ID
EligibilityPBMResponse,PlanName,varchar,80,Plan Name
EligibilityPBMResponse,ProcessControlNumber,varchar,50,Process Control Number
EligibilityPBMResponse,RowVersionNumber,int,,Row Version Number
EligibilityPBMResponse,UseForEPrescribing,bool,,Is Use For E Prescribing?
EligibilityPBMResponse,VisitEligibilityQuery_ID,bigint,,Reference to VisitEligibilityQuery

Enterprise,,,,Enterprise
Enterprise,ApplicationFolder,varchar,200,Application Folder
Enterprise,ApplicationList,varchar,100,Application List
Enterprise,ApplicationVersionList,varchar,1000,Application Version List
Enterprise,ClinicalDatabaseAppliedDate,datetime,,Clinical Database Applied Date
Enterprise,ClinicalDatabaseDate,datetime,,Clinical Database Date
Enterprise,DatabaseCompatibleVersionList,varchar,1000,Database Compatible Version List
Enterprise,DatabasePatchVersion,varchar,20,Database Patch Version
Enterprise,DatabaseType,varchar,20,Database Type
Enterprise,DatabaseVersion,varchar,20,Database Version
Enterprise,EnterpriseID,varchar,40,Enterprise ID
Enterprise,EnterpriseName,varchar,100,Enterprise Name
Enterprise,HCSViewApplicationFolder,varchar,200,HCS View Application Folder
Enterprise,LastStatisticsDateTime,datetime,,Last Statistics Date Time
Enterprise,LastStatisticsTable,varchar,50,Last Statistics Table
Enterprise,PBMFormularyAndBenefitDatabase,varchar,50,PBM Formulary And Benefit Database
Enterprise,ShutoffList,varchar,1000,Shutoff List

Event,,,,Event
Event,AdminTimeOfDayList,varchar,300,Admin Time Of Day List
Event,CalendarFontBold,bool,,Is Calendar Font Bold?
Event,CalendarFontItalic,bool,,Is Calendar Font Italic?
Event,CalendarFontUnderline,bool,,Is Calendar Font Underline?
Event,Duration,int,,Duration
Event,DurationUnits,varchar,10,Duration Units
Event,Event_ID,bigint,,ID for Event
Event,EventCategory,varchar,100,Event Category
Event,EventName,varchar,200,Event Name
Event,EventType,int,,Event Type
Event,Facility_ID,bigint,,Reference to Facility
Event,Frequency_ID,bigint,,Reference to Frequency
Event,Location_ID,bigint,,Reference to Location
Event,LocationDescription,varchar,200,Location Description
Event,MaximumPatients,int,,Maximum Patients
Event,MinimumPatients,int,,Minimum Patients
Event,Priority,varchar,20,Priority
Event,RowVersionNumber,int,,Row Version Number
Event,Staff_ID,bigint,,Reference to Staff
Event,StaffCondition_ID,bigint,,Reference to StaffCondition
Event,StartDateTime,datetime,,Start Date Time
Event,StopDateTime,datetime,,Stop Date Time
Event,TargetPatientsLower,int,,Target Patients Lower
Event,TargetPatientsUpper,int,,Target Patients Upper

EventAttribute,,,,Event Attribute
EventAttribute,Attribute,varchar,20,Attribute
EventAttribute,Event_ID,bigint,,Reference to Event
EventAttribute,EventAttribute_ID,bigint,,ID for EventAttribute
EventAttribute,RequiredAttributeCount,int,,Required Attribute Count
EventAttribute,RowVersionNumber,int,,Row Version Number

EventCategory,,,,Event Category
EventCategory,Category,varchar,50,Category
EventCategory,Event_ID,bigint,,Reference to Event
EventCategory,EventCategory_ID,bigint,,ID for EventCategory
EventCategory,RowVersionNumber,int,,Row Version Number

EventItem,,,,Event Item
EventItem,Event_ID,bigint,,Reference to Event
EventItem,EventItem_ID,bigint,,ID for EventItem
EventItem,FieldValue,varchar,1000,Field Value
EventItem,OrderItem_ID,bigint,,Reference to OrderItem
EventItem,Priority,int,,Priority
EventItem,RowVersionNumber,int,,Row Version Number
EventItem,UserDefinedField_ID,bigint,,Reference to UserDefinedField

EventLocation,,,,Event Location
EventLocation,Event_ID,bigint,,Reference to Event
EventLocation,EventLocation_ID,bigint,,ID for EventLocation
EventLocation,Location_ID,bigint,,Reference to Location
EventLocation,RowVersionNumber,int,,Row Version Number

EventOccurrence,,,,Event Occurrence
EventOccurrence,BeginDateTime,datetime,,Begin Date Time
EventOccurrence,EndDateTime,datetime,,End Date Time
EventOccurrence,Event_ID,bigint,,Reference to Event
EventOccurrence,EventOccurrence_ID,bigint,,ID for EventOccurrence
EventOccurrence,Location_ID,bigint,,Reference to Location
EventOccurrence,Notes,varchar,,Notes
EventOccurrence,OccurrenceDescription,varchar,200,Occurrence Description
EventOccurrence,RowVersionNumber,int,,Row Version Number
EventOccurrence,ScheduledForPatient,bool,,Is Scheduled For Patient?
EventOccurrence,ScheduledIndex_ID,bigint,,Reference to ScheduledIndex
EventOccurrence,Unscheduled,bool,,Is Unscheduled?

EventStaff,,,,Event Staff
EventStaff,Event_ID,bigint,,Reference to Event
EventStaff,EventStaff_ID,bigint,,ID for EventStaff
EventStaff,RowVersionNumber,int,,Row Version Number
EventStaff,Staff_ID,bigint,,Reference to Staff

EventVisit,,,,Event Visit
EventVisit,Event_ID,bigint,,Reference to Event
EventVisit,EventVisit_ID,bigint,,ID for EventVisit
EventVisit,PatientVisit_ID,bigint,,Reference to PatientVisit
EventVisit,RowVersionNumber,int,,Row Version Number

ExternalInterface,,,,External Interface
ExternalInterface,DoNotProcess,bool,,Is Do Not Process?
ExternalInterface,ExternalInterface_ID,bigint,,ID for ExternalInterface
ExternalInterface,FileSplitDirectories,varchar,2000,File Split Directories
ExternalInterface,FileType,varchar,50,File Type
ExternalInterface,InterfaceFields,varchar,2000,Interface Fields
ExternalInterface,InterfaceName,varchar,100,Interface Name
ExternalInterface,InterfaceNumber,int,,Interface Number
ExternalInterface,InterfaceType,varchar,30,Interface Type
ExternalInterface,LogFields,varchar,200,Log Fields
ExternalInterface,MessageDirectory,varchar,200,Message Directory
ExternalInterface,ProcessName,varchar,50,Process Name
ExternalInterface,RowVersionNumber,int,,Row Version Number
ExternalInterface,SecondMessageDirectory,varchar,200,Second Message Directory
ExternalInterface,SendTransactionsOut,bool,,Is Send Transactions Out?
ExternalInterface,TestMode,bool,,Is Test Mode?

Facility,,,,Facility
Facility,Active,bool,,Is Active?
Facility,BedBoardFacilityAndUnitNotes,varchar,,Bed Board Facility And Unit Notes
Facility,BedBoardFacilityAndUnitNotesDateTime,datetime,,Bed Board Facility And Unit Notes Date Time
Facility,BedBoardFacilityNotes,varchar,,Bed Board Facility Notes
Facility,BedBoardFacilityNotesDateTime,datetime,,Bed Board Facility Notes Date Time
Facility,City,varchar,30,City
Facility,Country,varchar,30,Country
Facility,CountyParishCode,varchar,20,County Parish Code
Facility,DefaultPrinter,varchar,200,Default Printer
Facility,DefaultPrinters,varchar,200,Default Printers
Facility,Facility_ID,bigint,,ID for Facility
Facility,FacilityCode,varchar,20,Facility Code
Facility,FacilityName,varchar,90,Facility Name
Facility,FaxNumber,varchar,80,Fax Number
Facility,FTPPassword,varchar,256,FTP Password
Facility,FTPUserName,varchar,20,FTP User Name
Facility,GoLiveDate,datetime,,Go Live Date
Facility,MEDICS_facid,bigint,,MEDICS _facid
Facility,PhoneNumber,varchar,80,Phone Number
Facility,PhoneNumberNote,varchar,199,Phone Number Note
Facility,PlaceOfService,varchar,20,Place Of Service
Facility,PostalCode,varchar,10,Postal Code
Facility,RowVersionNumber,int,,Row Version Number
Facility,ScanDocumentPath,char,256,Scan Document Path
Facility,State,varchar,20,State
Facility,StreetAddress,varchar,60,Street Address
Facility,StreetAddressLine2,varchar,60,Street Address Line2
Facility,TimeZone_ID,bigint,,Reference to TimeZone
Facility,WindowsGroup,varchar,1000,Windows Group

FacilityDocument,,,,Facility Document
FacilityDocument,DocumentData,varbinary,,Document Data
FacilityDocument,DocumentDateTime,datetime,,Document Date Time
FacilityDocument,Facility_ID,bigint,,Reference to Facility
FacilityDocument,FacilityDocument_ID,bigint,,ID for FacilityDocument
FacilityDocument,NamedImage_ID,bigint,,Reference to NamedImage
FacilityDocument,RowVersionNumber,int,,Row Version Number

FacilityIdentifier,,,,Facility Identifier
FacilityIdentifier,Facility_ID,bigint,,Reference to Facility
FacilityIdentifier,FacilityIdentifier_ID,bigint,,ID for FacilityIdentifier
FacilityIdentifier,Identifier,varchar,60,Identifier
FacilityIdentifier,IdentifierType,varchar,20,Identifier Type
FacilityIdentifier,RowVersionNumber,int,,Row Version Number

FacilityLocation,,,,Facility Location
FacilityLocation,Active,bool,,Is Active?
FacilityLocation,AllowSimultaneousEvents,bool,,Is Allow Simultaneous Events?
FacilityLocation,BeaconIdentifier,varchar,50,Beacon Identifier
FacilityLocation,Bed,varchar,75,Bed
FacilityLocation,Building,varchar,75,Building
FacilityLocation,Facility_ID,bigint,,Reference to Facility
FacilityLocation,FloorName,varchar,75,Floor Name
FacilityLocation,Location_ID,bigint,,Reference to Location
FacilityLocation,LocationDescription,varchar,200,Location Description
FacilityLocation,LocationPrinters,varchar,200,Location Printers
FacilityLocation,LocationStatus,varchar,20,Location Status
FacilityLocation,LocationType,varchar,20,Location Type
FacilityLocation,MaximumPatients,int,,Maximum Patients
FacilityLocation,MEDICS_Room,varchar,10,MEDICS _Room
FacilityLocation,NHSNUnitName,varchar,75,NHSN Unit Name
FacilityLocation,ParentLocation_ID,bigint,,Reference to ParentLocation
FacilityLocation,PCU_ID,bigint,,Reference to PCU
FacilityLocation,Room,varchar,75,Room
FacilityLocation,RowVersionNumber,int,,Row Version Number
