schema,table_name,column_name,datatype,nullable,is_pk,definition
MNC,"SXAMNCConfig","IsSFMProcedureCostsEnabled","bit",false,false,"Use SFM costs"
MNC,"SXAMNCCustomPickListItem","SiteID","smallint",false,false,"Identifies the unique distributed database ID where the row was inserted. Distributed databases are no longer supported so this column is deprecated."
MNC,"SXAMNCCustomPickListItem","Build","int",false,false,"Identifies the build number and patch level of the software that inserted/updated this row. The format is the Build number followed by 3 digits for the patch level which is typically 000. The build number is tied to specific versions of the software, e.g. Sunrise 15.3 is Build 5021, Sunrise 16.3 is Build 5503."
MNC,"SXAMNCCustomPickListItem","TouchedBy","varchar(50)",false,false,"Information about the user that last updated the row. This will typically be the UserID (IDCode from CV3User table) and may be prefixed with an environment identifier followed by an underscore, e.g. b96d2bf5_jongmore."
MNC,"SXAMNCCustomPickListItem","TouchedWhen","datetime",false,false,"The date and time that the row was last updated and will be based on the Enterprise time zone."
MNC,"SXAMNCCustomPickListItem","CreatedBy","varchar(50)",false,false,"Information about the user that created the row. This will typically be the UserID (IDCode from CV3User table) and may be prefixed with an environment identifier followed by an underscore, e.g. b96d2bf5_jongmore."
MNC,"SXAMNCCustomPickListItem","CreatedWhen","datetime",false,false,"The date and time that the row was created and will be based on the Enterprise time zone."
MNC,"SXAMNCCustomPickListItem","Active","bit",false,false,"Denotes whether the row is active or not, 0 means the row has been soft deleted or deactivated."
MNC,"SXAMNCCustomPickListItem","CustomPickListItemID","int",false,true,"Auto generated unique primary key value."
MNC,"SXAMNCCustomPickListItem","CustomPickListID","int",false,false,"A foreign key to the CustomPickListID column in the SXAMNCCustomPickList table."
MNC,"SXAMNCCustomPickListItem","Code","varchar(50)",false,false,"The HCPCS/ICD code that the item represents"
MNC,"SXAMNCCustomPickListItem","SortSeqNum","int",false,false,"Identifies the sort order for the item falls in the entire list."
MNC,"SXAMNCCustomPickListItem","DisplayName","varchar(50)",false,false,"The user friendly name to display when working with the item in a custom pick list."
MNC,"SXAMNCCustomPickListItem","MSrepl_tran_version","uniqueidentifier",false,false,"Optimistic lock identifier."
MNC,"SXAMNCCustomPickListItem","MSReplrowguid","uniqueidentifier",false,false,"Unique GUID used to support merge replication."
MNC,"SXAMNCProviderNumber","SiteID","smallint",false,false,"Identifies the unique distributed database ID where the row was inserted. Distributed databases are no longer supported so this column is deprecated."
MNC,"SXAMNCProviderNumber","Build","int",false,false,"Identifies the build number and patch level of the software that inserted/updated this row. The format is the Build number followed by 3 digits for the patch level which is typically 000. The build number is tied to specific versions of the software, e.g. Sunrise 15.3 is Build 5021, Sunrise 16.3 is Build 5503."
MNC,"SXAMNCProviderNumber","TouchedBy","varchar(50)",false,false,"Information about the user that last updated the row. This will typically be the UserID (IDCode from CV3User table) and may be prefixed with an environment identifier followed by an underscore, e.g. b96d2bf5_jongmore."
MNC,"SXAMNCProviderNumber","TouchedWhen","datetime",false,false,"The date and time that the row was last updated and will be based on the Enterprise time zone."
MNC,"SXAMNCProviderNumber","CreatedBy","varchar(50)",false,false,"Information about the user that created the row. This will typically be the UserID (IDCode from CV3User table) and may be prefixed with an environment identifier followed by an underscore, e.g. b96d2bf5_jongmore."
MNC,"SXAMNCProviderNumber","CreatedWhen","datetime",false,false,"The date and time that the row was created and will be based on the Enterprise time zone."
MNC,"SXAMNCProviderNumber","Active","bit",false,false,"Denotes whether the row is active or not, 0 means the row has been soft deleted or deactivated."
MNC,"SXAMNCProviderNumber","ProviderNumberID","int",false,true,"Auto generated unique primary key value."
MNC,"SXAMNCProviderNumber","FacilityGUID","HVCIDdt",false,false,"Link to the CV3Location. Stores the facility GUID"
MNC,"SXAMNCProviderNumber","HospitalNum","varchar(25)",true,false,"Hospital Identification"
MNC,"SXAMNCProviderNumber","ProviderNum","varchar(25)",true,false,"Provider Identification"
MNC,"SXAMNCProviderNumber","MSrepl_tran_version","uniqueidentifier",false,false,"Optimistic lock identifier."
MNC,"SXAMNCProviderNumber","MSReplrowguid","uniqueidentifier",false,false,"Unique GUID used to support merge replication."
MNC,"SXAMNCProviderNumber","LocationGUID","HVCIDdt",true,false,"This is the location GUID for  the location where provider number set at."
MNC,"SXAMNCRuleSetXRef","SiteID","smallint",false,false,"Identifies the unique distributed database ID where the row was inserted. Distributed databases are no longer supported so this column is deprecated."
MNC,"SXAMNCRuleSetXRef","Build","int",false,false,"Identifies the build number and patch level of the software that inserted/updated this row. The format is the Build number followed by 3 digits for the patch level which is typically 000. The build number is tied to specific versions of the software, e.g. Sunrise 15.3 is Build 5021, Sunrise 16.3 is Build 5503."
MNC,"SXAMNCRuleSetXRef","TouchedBy","varchar(50)",false,false,"Information about the user that last updated the row. This will typically be the UserID (IDCode from CV3User table) and may be prefixed with an environment identifier followed by an underscore, e.g. b96d2bf5_jongmore."
MNC,"SXAMNCRuleSetXRef","TouchedWhen","datetime",false,false,"The date and time that the row was last updated and will be based on the Enterprise time zone."
MNC,"SXAMNCRuleSetXRef","CreatedBy","varchar(50)",false,false,"Information about the user that created the row. This will typically be the UserID (IDCode from CV3User table) and may be prefixed with an environment identifier followed by an underscore, e.g. b96d2bf5_jongmore."
MNC,"SXAMNCRuleSetXRef","CreatedWhen","datetime",false,false,"The date and time that the row was created and will be based on the Enterprise time zone."
MNC,"SXAMNCRuleSetXRef","RuleSetXRefID","int",false,true,"Auto generated unique primary key value."
MNC,"SXAMNCRuleSetXRef","ICDCode","varchar(30)",false,false,"The ICD code used to identify a diagnosis that is valid when accompanied by the HCPCS Code in the row."
MNC,"SXAMNCRuleSetXRef","HCPCSCode","varchar(30)",false,false,"The HCPCS code used to identify a procedure that is valid when accompanied by the ICD code in the row."
MNC,"SXAMNCRuleSetXRef","InsuranceCode","varchar(30)",true,false,"The insurance that this rule applies to."
MNC,"SXAMNCRuleSetXRef","MSrepl_tran_version","uniqueidentifier",false,false,"Optimistic lock identifier."
MNC,"SXAMNCRuleSetXRef","MSReplrowguid","uniqueidentifier",false,false,"Unique GUID used to support merge replication."
MNC,"SXAMNCCustomPickList","SiteID","smallint",false,false,"Identifies the unique distributed database ID where the row was inserted. Distributed databases are no longer supported so this column is deprecated."
MNC,"SXAMNCCustomPickList","Build","int",false,false,"Identifies the build number and patch level of the software that inserted/updated this row. The format is the Build number followed by 3 digits for the patch level which is typically 000. The build number is tied to specific versions of the software, e.g. Sunrise 15.3 is Build 5021, Sunrise 16.3 is Build 5503."
MNC,"SXAMNCCustomPickList","TouchedBy","varchar(50)",false,false,"Information about the user that last updated the row. This will typically be the UserID (IDCode from CV3User table) and may be prefixed with an environment identifier followed by an underscore, e.g. b96d2bf5_jongmore."
MNC,"SXAMNCCustomPickList","TouchedWhen","datetime",false,false,"The date and time that the row was last updated and will be based on the Enterprise time zone."
MNC,"SXAMNCCustomPickList","CreatedBy","varchar(50)",false,false,"Information about the user that created the row. This will typically be the UserID (IDCode from CV3User table) and may be prefixed with an environment identifier followed by an underscore, e.g. b96d2bf5_jongmore."
MNC,"SXAMNCCustomPickList","CreatedWhen","datetime",false,false,"The date and time that the row was created and will be based on the Enterprise time zone."
MNC,"SXAMNCCustomPickList","Active","bit",false,false,"Denotes whether the row is active or not, 0 means the row has been soft deleted or deactivated."
MNC,"SXAMNCCustomPickList","CustomPickListID","int",false,true,"Auto generated unique primary key value."
MNC,"SXAMNCCustomPickList","FacilityGUID","HVCIDdt",false,false,"The facility that can use the custom pick list."
MNC,"SXAMNCCustomPickList","VisitTypeGUID","HVCIDdt",true,false,"The visit type that the custom pick list can be applied to."
MNC,"SXAMNCCustomPickList","ServiceGUID","HVCIDdt",true,false,"The service type that the custom pick list can be applied to."
MNC,"SXAMNCCustomPickList","CustomPickListType","int",false,false,"Whether this is a HCPS list or ICD List.   The value is defined in the CV3EnumReference Table."
MNC,"SXAMNCCustomPickList","MSrepl_tran_version","uniqueidentifier",false,false,"Optimistic lock identifier."
MNC,"SXAMNCCustomPickList","MSReplrowguid","uniqueidentifier",false,false,"Unique GUID used to support merge replication."
MNC,"SXAMNCQueryHealthIssue","SiteID","smallint",false,false,"Identifies the unique distributed database ID where the row was inserted. Distributed databases are no longer supported so this column is deprecated."
MNC,"SXAMNCQueryHealthIssue","Build","int",false,false,"Identifies the build number and patch level of the software that inserted/updated this row. The format is the Build number followed by 3 digits for the patch level which is typically 000. The build number is tied to specific versions of the software, e.g. Sunrise 15.3 is Build 5021, Sunrise 16.3 is Build 5503."
MNC,"SXAMNCQueryHealthIssue","TouchedBy","varchar(50)",false,false,"Information about the user that last updated the row. This will typically be the UserID (IDCode from CV3User table) and may be prefixed with an environment identifier followed by an underscore, e.g. b96d2bf5_jongmore."
MNC,"SXAMNCQueryHealthIssue","TouchedWhen","datetime",false,false,"The date and time that the row was last updated and will be based on the Enterprise time zone."
MNC,"SXAMNCQueryHealthIssue","CreatedBy","varchar(50)",false,false,"Information about the user that created the row. This will typically be the UserID (IDCode from CV3User table) and may be prefixed with an environment identifier followed by an underscore, e.g. b96d2bf5_jongmore."
